bin_id,latitude,longitude,ward_zone,amenity,operator,capacity_liters,waste_type,current_fill_pct,fill_rate_pct_hr,dist_from_depot_km,calorific_value_hhv_mj_kg,recyclable_fraction_pct,time_to_overflow_hrs,urgency_index,recovery_index,cost_index,scps_score,zone_cluster
BIN_1112,28.713851,77.127674,Rohini / Pitampura,waste_basket,MCD-Rohini,1000,Recyclable/Dry,82.4,3.28,18.18,22.33,83.5,5.4,0.693,0.893,0.714,0.472,7
BIN_1113,28.70044,77.175872,Keshavpuram / Shalimar,waste_basket,MCD-Keshavpuram,1000,Recyclable/Dry,34.0,2.84,15.19,21.33,88.0,23.2,0.339,0.894,0.596,0.318,8
BIN_1114,28.648052,77.259761,City / Chandni Chowk,waste_basket,MCD-CitySP,800,Organic/Wet,59.9,4.58,10.22,10.51,13.2,8.8,0.582,0.29,0.401,0.297,9
BIN_1115,28.702163,77.302851,Shahdara North,recycling,MCD-ShahdaraNorth,1000,Recyclable/Dry,68.3,4.88,17.53,21.16,81.8,6.5,0.651,0.859,0.688,0.446,10
BIN_1116,28.602028,77.29368,Shahdara South (Mayur Vihar),waste_disposal,MCD-ShahdaraSouth,1500,Mixed Municipal,21.3,4.95,9.04,15.13,31.2,15.9,0.324,0.478,0.355,0.235,11
BIN_1117,28.656911,77.224662,Central / NDMC,waste_disposal,NDMC,2500,Mixed Municipal,26.0,5.91,10.08,13.42,30.7,12.5,0.391,0.439,0.396,0.248,0
BIN_1118,28.525959,77.24369,South (Saket / Hauz Khas),waste_disposal,MCD-South,1500,Mixed Municipal,50.6,5.71,5.64,15.09,37.6,8.7,0.556,0.509,0.221,0.387,1
BIN_1119,28.549412,77.258124,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,1000,Recyclable/Dry,21.9,3.1,5.1,23.23,79.1,25.2,0.263,0.89,0.2,0.358,2
BIN_1120,28.594133,77.059113,South-West (Dwarka),waste_basket,MCD-SouthWest,800,Organic/Wet,18.2,5.36,15.03,12.32,8.5,15.3,0.317,0.305,0.59,0.132,3
BIN_1121,28.636324,77.078883,West (Janakpuri / Rajouri),waste_disposal,MCD-West,1500,Mixed Municipal,23.4,7.84,14.93,13.97,30.2,9.8,0.441,0.448,0.586,0.238,4
BIN_1122,28.634219,77.205132,Karol Bagh / Patel Nagar,waste_basket,MCD-KarolBagh,1000,Recyclable/Dry,16.7,4.27,7.47,19.33,85.3,19.5,0.268,0.838,0.293,0.327,5
BIN_1123,28.692654,77.207405,North / Civil Lines,waste_basket,MCD-North,800,Organic/Wet,21.3,4.71,13.95,12.22,12.0,16.7,0.316,0.32,0.548,0.144,6
BIN_1124,28.725276,77.141783,Rohini / Pitampura,waste_basket,MCD-Rohini,1000,Recyclable/Dry,67.8,3.15,18.8,18.55,88.7,10.2,0.586,0.838,0.738,0.397,7
BIN_1125,28.711203,77.15849,Keshavpuram / Shalimar,waste_disposal,MCD-Keshavpuram,2000,Mixed Municipal,80.1,7.15,16.78,14.12,33.1,2.8,0.814,0.466,0.659,0.415,8
BIN_1126,28.675206,77.209033,City / Chandni Chowk,waste_basket,MCD-CitySP,800,Organic/Wet,16.7,5.69,12.01,12.37,8.8,14.6,0.318,0.307,0.472,0.157,9
BIN_1127,28.683446,77.258083,Shahdara North,waste_disposal,MCD-ShahdaraNorth,1500,Mixed Municipal,53.5,5.59,13.75,13.76,32.0,8.3,0.572,0.453,0.54,0.314,10
BIN_1128,28.610985,77.318386,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,1000,Recyclable/Dry,38.6,2.54,11.65,20.52,82.8,24.2,0.36,0.851,0.457,0.344,11
BIN_1129,28.658805,77.18949,Central / NDMC,waste_basket,NDMC,800,Organic/Wet,91.7,4.23,10.38,11.18,8.9,2.0,0.792,0.282,0.408,0.399,0
BIN_1130,28.51955,77.20686,South (Saket / Hauz Khas),waste_basket,MCD-South,1000,Recyclable/Dry,19.8,4.51,5.31,23.36,78.8,17.8,0.298,0.891,0.208,0.375,1
BIN_1131,28.56508,77.260455,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,1000,Recyclable/Dry,17.7,3.24,4.93,20.53,82.8,25.4,0.239,0.851,0.194,0.336,2
BIN_1132,28.602162,77.091053,South-West (Dwarka),waste_basket,MCD-SouthWest,800,Organic/Wet,77.7,4.95,12.25,10.58,14.9,4.5,0.719,0.3,0.481,0.353,3
BIN_1133,28.621007,77.085311,West (Janakpuri / Rajouri),waste_basket,MCD-West,1000,Recyclable/Dry,37.9,4.14,13.56,20.1,89.3,15.0,0.412,0.874,0.532,0.362,4
BIN_1134,28.642527,77.173142,Karol Bagh / Patel Nagar,waste_basket,MCD-KarolBagh,1000,Recyclable/Dry,75.1,4.92,9.12,21.82,84.0,5.1,0.7,0.884,0.358,0.544,5
BIN_1135,28.677742,77.219499,North / Civil Lines,waste_basket,MCD-North,800,Organic/Wet,42.1,4.43,12.33,10.82,12.9,13.1,0.452,0.295,0.484,0.217,6
BIN_1136,28.718451,77.108911,Rohini / Pitampura,waste_basket,MCD-Rohini,1000,Recyclable/Dry,78.5,2.71,19.5,22.42,84.9,7.9,0.645,0.902,0.766,0.44,7
BIN_1137,28.694027,77.147115,Keshavpuram / Shalimar,waste_basket,MCD-Keshavpuram,1000,Recyclable/Dry,58.8,3.89,15.38,22.26,90.5,10.6,0.549,0.926,0.604,0.432,8
BIN_1138,28.660671,77.251518,City / Chandni Chowk,waste_basket,MCD-CitySP,800,Organic/Wet,67.0,5.37,11.16,11.64,5.5,6.1,0.659,0.275,0.438,0.325,9
BIN_1139,28.684615,77.302028,Shahdara North,waste_basket,MCD-ShahdaraNorth,1000,Recyclable/Dry,38.3,3.1,15.85,20.03,86.1,19.9,0.378,0.857,0.622,0.321,10
BIN_1140,28.617596,77.322929,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,1000,Recyclable/Dry,76.2,3.22,12.37,20.09,87.4,7.4,0.647,0.864,0.486,0.486,11
BIN_1141,28.585472,77.206133,Central / NDMC,waste_basket,NDMC,800,Organic/Wet,37.9,5.77,2.07,11.75,6.3,10.8,0.47,0.282,0.081,0.303,0
BIN_1142,28.540812,77.196762,South (Saket / Hauz Khas),waste_basket,MCD-South,1000,Recyclable/Dry,52.9,4.13,3.21,19.0,91.4,11.4,0.517,0.861,0.126,0.491,1
BIN_1143,28.54309,77.242778,South-East (Lajpat / Okhla),recycling,MCD-SouthEast,1000,Recyclable/Dry,54.7,3.71,4.18,19.17,80.4,12.2,0.514,0.81,0.164,0.467,2
BIN_1144,28.57252,77.043925,South-West (Dwarka),waste_basket,MCD-SouthWest,800,Organic/Wet,77.9,3.84,16.23,11.01,14.1,5.8,0.681,0.305,0.637,0.305,3
BIN_1145,28.640422,77.097098,West (Janakpuri / Rajouri),waste_disposal,MCD-West,1500,Mixed Municipal,75.9,5.56,13.7,13.56,32.0,4.3,0.728,0.449,0.538,0.391,4
BIN_1146,28.664807,77.196532,Karol Bagh / Patel Nagar,waste_basket,MCD-KarolBagh,1000,Recyclable/Dry,51.4,3.73,10.93,23.08,80.0,13.0,0.492,0.891,0.429,0.427,5
BIN_1147,28.674555,77.249541,North / Civil Lines,recycling,MCD-North,1000,Recyclable/Dry,85.9,2.68,12.55,23.01,89.8,5.3,0.696,0.939,0.493,0.531,6
BIN_1148,28.710328,77.119271,Rohini / Pitampura,waste_basket,MCD-Rohini,1000,Recyclable/Dry,95.8,3.87,18.21,19.01,75.2,1.1,0.808,0.78,0.715,0.495,7
BIN_1149,28.717585,77.119505,Keshavpuram / Shalimar,recycling,MCD-Keshavpuram,1000,Recyclable/Dry,62.3,3.87,18.91,19.78,89.6,9.7,0.573,0.869,0.742,0.399,8
BIN_1150,28.662037,77.195352,City / Chandni Chowk,waste_basket,MCD-CitySP,800,Organic/Wet,45.5,6.16,10.64,12.03,7.8,8.8,0.537,0.295,0.418,0.273,9
BIN_1151,28.69093,77.269912,Shahdara North,waste_basket,MCD-ShahdaraNorth,1000,Recyclable/Dry,16.9,4.45,14.95,22.27,91.5,18.7,0.276,0.931,0.587,0.3,10
BIN_1152,28.63694,77.315469,Shahdara South (Mayur Vihar),waste_disposal,MCD-ShahdaraSouth,2000,Mixed Municipal,82.4,5.15,12.89,14.67,37.9,3.4,0.759,0.502,0.506,0.429,11
BIN_1153,28.635657,77.201788,Central / NDMC,waste_basket,NDMC,800,Organic/Wet,74.8,3.63,7.65,11.6,5.5,6.9,0.652,0.274,0.3,0.348,0
BIN_1154,28.500044,77.199942,South (Saket / Hauz Khas),waste_basket,MCD-South,1000,Recyclable/Dry,21.6,4.51,7.53,21.85,75.0,17.4,0.311,0.84,0.296,0.348,1
BIN_1155,28.560981,77.238133,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,1000,Recyclable/Dry,68.3,4.91,2.83,20.27,80.5,6.5,0.652,0.834,0.111,0.554,2
BIN_1156,28.591259,77.039113,South-West (Dwarka),waste_disposal,MCD-SouthWest,2000,Mixed Municipal,69.7,8.47,16.9,14.08,36.5,3.6,0.788,0.482,0.664,0.406,3
BIN_1157,28.63082,77.10503,West (Janakpuri / Rajouri),waste_disposal,MCD-West,1500,Mixed Municipal,84.9,8.29,12.45,14.36,29.3,1.8,0.888,0.452,0.489,0.482,4
BIN_1158,28.645642,77.194341,Karol Bagh / Patel Nagar,waste_basket,MCD-KarolBagh,1000,Recyclable/Dry,28.2,4.95,8.86,20.96,77.7,14.5,0.373,0.834,0.348,0.367,5
BIN_1159,28.647358,77.218932,North / Civil Lines,waste_basket,MCD-North,800,Organic/Wet,88.7,4.32,8.96,10.76,9.3,2.6,0.774,0.275,0.352,0.399,6
BIN_1160,28.70662,77.131158,Rohini / Pitampura,waste_disposal,MCD-Rohini,2000,Mixed Municipal,36.9,7.58,17.31,13.38,31.6,8.3,0.527,0.443,0.68,0.26,7
BIN_1161,28.695772,77.167221,Keshavpuram / Shalimar,waste_basket,MCD-Keshavpuram,1000,Recyclable/Dry,65.4,3.08,14.89,20.1,89.7,11.2,0.567,0.876,0.585,0.429,8
BIN_1162,28.630785,77.222378,City / Chandni Chowk,waste_disposal,MCD-CitySP,2000,Mixed Municipal,62.6,5.26,7.17,13.54,36.1,7.1,0.625,0.469,0.282,0.397,9
BIN_1163,28.691181,77.277792,Shahdara North,recycling,MCD-ShahdaraNorth,1000,Recyclable/Dry,19.1,3.09,15.29,21.09,81.0,26.2,0.243,0.854,0.6,0.258,10
BIN_1164,28.625437,77.277659,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,1000,Recyclable/Dry,55.6,4.23,9.25,23.22,81.7,10.5,0.539,0.903,0.363,0.468,11
BIN_1165,28.602692,77.208203,Central / NDMC,waste_basket,NDMC,800,Organic/Wet,42.3,6.32,3.95,11.44,12.1,9.1,0.52,0.304,0.155,0.32,0
BIN_1166,28.524328,77.195912,South (Saket / Hauz Khas),waste_basket,MCD-South,1000,Recyclable/Dry,93.5,4.96,4.96,19.34,87.9,1.3,0.83,0.851,0.195,0.631,1
BIN_1167,28.572128,77.255712,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,1000,Recyclable/Dry,54.9,4.62,4.5,20.77,84.2,9.8,0.548,0.863,0.177,0.498,2
BIN_1168,28.590232,77.003913,South-West (Dwarka),waste_basket,MCD-SouthWest,800,Organic/Wet,67.6,5.52,20.29,10.88,14.0,5.9,0.669,0.301,0.797,0.265,3
BIN_1169,28.632984,77.071247,West (Janakpuri / Rajouri),waste_basket,MCD-West,1000,Recyclable/Dry,63.9,3.51,15.39,18.89,84.0,10.3,0.572,0.822,0.604,0.412,4
BIN_1170,28.649276,77.175528,Karol Bagh / Patel Nagar,waste_basket,MCD-KarolBagh,1000,Recyclable/Dry,42.0,4.22,9.73,23.44,84.5,13.7,0.443,0.921,0.382,0.422,5
BIN_1171,28.672447,77.19256,North / Civil Lines,waste_basket,MCD-North,800,Organic/Wet,38.1,5.11,11.83,10.55,13.1,12.1,0.448,0.29,0.464,0.218,6
BIN_1172,28.719105,77.127789,Rohini / Pitampura,waste_basket,MCD-Rohini,1000,Recyclable/Dry,48.6,3.93,18.7,18.83,86.7,13.1,0.479,0.834,0.734,0.343,7
BIN_1173,28.676185,77.150357,Keshavpuram / Shalimar,waste_basket,MCD-Keshavpuram,1000,Recyclable/Dry,50.2,3.99,13.44,23.35,78.0,12.5,0.493,0.887,0.528,0.407,8
BIN_1174,28.626301,77.223977,City / Chandni Chowk,waste_disposal,MCD-CitySP,1500,Mixed Municipal,31.0,5.7,6.71,14.72,38.0,12.1,0.419,0.503,0.263,0.308,9
BIN_1175,28.688484,77.268019,Shahdara North,waste_basket,MCD-ShahdaraNorth,1000,Recyclable/Dry,61.0,2.87,14.63,19.44,86.1,13.6,0.529,0.844,0.574,0.403,10
BIN_1176,28.638536,77.304193,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,1000,Recyclable/Dry,30.2,3.04,12.14,22.94,87.0,23.0,0.319,0.923,0.477,0.341,11
BIN_1177,28.648161,77.201526,Central / NDMC,waste_disposal,NDMC,2500,Mixed Municipal,25.6,5.62,9.04,13.53,28.4,13.2,0.378,0.43,0.355,0.247,0
BIN_1178,28.514867,77.21035,South (Saket / Hauz Khas),waste_basket,MCD-South,1000,Recyclable/Dry,61.3,4.27,5.82,21.72,80.8,9.1,0.58,0.866,0.229,0.504,1
BIN_1179,28.57946,77.237173,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,1000,Recyclable/Dry,65.1,3.17,2.98,21.18,82.4,11.0,0.568,0.863,0.117,0.519,2
BIN_1180,28.569918,77.076101,South-West (Dwarka),waste_basket,MCD-SouthWest,800,Organic/Wet,90.8,4.6,13.08,11.01,9.8,2.0,0.799,0.283,0.514,0.382,3
BIN_1181,28.608841,77.060351,West (Janakpuri / Rajouri),waste_basket,MCD-West,1000,Recyclable/Dry,42.7,4.04,15.33,22.68,86.1,14.2,0.442,0.913,0.602,0.375,4
BIN_1182,28.651963,77.210352,Karol Bagh / Patel Nagar,waste_basket,MCD-KarolBagh,1000,Recyclable/Dry,87.3,2.53,9.43,20.99,86.3,5.0,0.701,0.878,0.37,0.54,5
BIN_1183,28.651553,77.210552,North / Civil Lines,waste_basket,MCD-North,800,Organic/Wet,71.3,4.71,9.38,11.38,10.0,6.1,0.666,0.292,0.368,0.347,6
BIN_1184,28.721986,77.114239,Rohini / Pitampura,waste_basket,MCD-Rohini,1000,Recyclable/Dry,43.0,3.49,19.58,22.54,76.9,16.3,0.425,0.864,0.769,0.318,7
BIN_1185,28.710929,77.16477,Keshavpuram / Shalimar,waste_basket,MCD-Keshavpuram,1000,Recyclable/Dry,70.5,3.03,16.58,18.86,89.5,9.7,0.601,0.849,0.651,0.425,8
BIN_1186,28.669384,77.233203,City / Chandni Chowk,waste_basket,MCD-CitySP,800,Organic/Wet,49.4,6.34,11.59,10.76,10.6,8.0,0.57,0.282,0.455,0.279,9
BIN_1187,28.699335,77.255129,Shahdara North,recycling,MCD-ShahdaraNorth,1000,Recyclable/Dry,24.4,2.56,15.34,22.68,91.9,29.5,0.261,0.942,0.602,0.293,10
BIN_1188,28.630415,77.307859,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,1000,Recyclable/Dry,45.7,2.64,11.86,19.7,88.4,20.6,0.413,0.861,0.466,0.372,11
BIN_1189,28.672276,77.21151,Central / NDMC,waste_disposal,NDMC,2000,Mixed Municipal,85.2,5.6,11.68,14.97,35.9,2.6,0.795,0.498,0.459,0.455,0
BIN_1190,28.499841,77.19722,South (Saket / Hauz Khas),waste_basket,MCD-South,1000,Recyclable/Dry,55.9,3.64,7.59,22.68,77.5,12.1,0.52,0.87,0.298,0.462,1
BIN_1191,28.573455,77.266822,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,1000,Recyclable/Dry,77.1,3.54,5.59,22.87,88.1,6.5,0.665,0.927,0.219,0.567,2
BIN_1192,28.591365,77.055921,South-West (Dwarka),waste_basket,MCD-SouthWest,800,Organic/Wet,62.5,3.82,15.28,12.38,11.0,9.8,0.573,0.318,0.6,0.262,3
BIN_1193,28.647214,77.086434,West (Janakpuri / Rajouri),waste_basket,MCD-West,1000,Recyclable/Dry,34.3,3.86,14.99,19.78,86.5,17.0,0.377,0.853,0.589,0.327,4
BIN_1194,28.67026,77.195882,Karol Bagh / Patel Nagar,waste_basket,MCD-KarolBagh,1000,Recyclable/Dry,47.6,3.23,11.54,21.65,80.9,16.2,0.448,0.865,0.453,0.393,5
BIN_1195,28.696408,77.214137,North / Civil Lines,waste_basket,MCD-North,800,Organic/Wet,66.7,6.35,14.37,11.97,5.9,5.2,0.692,0.284,0.564,0.318,6
BIN_1196,28.698878,77.134865,Rohini / Pitampura,waste_basket,MCD-Rohini,1000,Recyclable/Dry,67.3,3.72,16.38,19.62,90.9,8.8,0.603,0.872,0.643,0.434,7
BIN_1197,28.683159,77.185954,Keshavpuram / Shalimar,waste_disposal,MCD-Keshavpuram,1500,Mixed Municipal,49.6,7.2,13.11,13.3,33.0,7.0,0.602,0.448,0.515,0.333,8
BIN_1198,28.653082,77.261731,City / Chandni Chowk,waste_basket,MCD-CitySP,800,Organic/Wet,89.3,5.67,10.8,10.88,13.4,1.9,0.826,0.298,0.424,0.418,9
BIN_1199,28.669425,77.293538,Shahdara North,waste_basket,MCD-ShahdaraNorth,1000,Recyclable/Dry,30.6,4.18,13.99,23.02,80.4,16.6,0.362,0.892,0.549,0.339,10
BIN_1200,28.590224,77.32118,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,1000,Recyclable/Dry,48.0,4.75,11.15,20.07,78.0,10.9,0.504,0.817,0.438,0.41,11
BIN_1201,28.624083,77.177959,Central / NDMC,waste_basket,NDMC,800,Organic/Wet,86.5,4.81,7.06,11.99,14.7,2.8,0.776,0.329,0.277,0.431,0
BIN_1202,28.506737,77.210673,South (Saket / Hauz Khas),waste_basket,MCD-South,1000,Recyclable/Dry,51.6,4.72,6.72,21.07,86.1,10.3,0.528,0.879,0.264,0.475,1
BIN_1203,28.571442,77.267186,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,1000,Recyclable/Dry,70.4,4.96,5.6,21.52,80.5,6.0,0.668,0.86,0.22,0.548,2
BIN_1204,28.590438,77.040753,South-West (Dwarka),waste_basket,MCD-SouthWest,800,Organic/Wet,42.6,4.85,16.73,10.61,5.2,11.8,0.47,0.252,0.657,0.179,3
BIN_1205,28.605191,77.078753,West (Janakpuri / Rajouri),waste_basket,MCD-West,1000,Recyclable/Dry,41.5,3.0,13.49,21.95,83.7,19.5,0.397,0.886,0.53,0.358,4
BIN_1206,28.640683,77.19346,Karol Bagh / Patel Nagar,waste_basket,MCD-KarolBagh,1000,Recyclable/Dry,77.5,4.38,8.33,18.87,88.8,5.1,0.698,0.845,0.327,0.537,5
BIN_1207,28.695711,77.244633,North / Civil Lines,waste_basket,MCD-North,800,Organic/Wet,79.6,5.36,14.68,11.78,5.4,3.8,0.747,0.278,0.576,0.342,6
BIN_1208,28.680787,77.115901,Rohini / Pitampura,waste_basket,MCD-Rohini,1000,Recyclable/Dry,43.4,4.68,15.62,21.71,86.8,12.1,0.47,0.896,0.613,0.381,7
BIN_1209,28.699718,77.188005,Keshavpuram / Shalimar,waste_disposal,MCD-Keshavpuram,2500,Mixed Municipal,58.4,8.24,14.89,15.47,32.7,5.0,0.701,0.493,0.585,0.381,8
BIN_1210,28.635277,77.21386,City / Chandni Chowk,recycling,MCD-CitySP,1000,Recyclable/Dry,76.4,3.89,7.58,19.36,84.9,6.1,0.673,0.836,0.298,0.528,9
BIN_1211,28.657795,77.284094,Shahdara North,waste_basket,MCD-ShahdaraNorth,1000,Recyclable/Dry,76.3,3.92,12.4,21.6,87.2,6.0,0.673,0.896,0.487,0.508,10
BIN_1212,28.597512,77.304624,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,1000,Recyclable/Dry,74.0,3.16,9.84,22.72,90.3,8.2,0.63,0.935,0.386,0.518,11
BIN_1213,28.656033,77.216594,Central / NDMC,waste_disposal,NDMC,2500,Mixed Municipal,84.8,6.65,9.9,14.39,36.4,2.3,0.829,0.488,0.389,0.483,0
BIN_1214,28.522973,77.200605,South (Saket / Hauz Khas),waste_basket,MCD-South,1000,Recyclable/Dry,33.5,4.89,5.0,20.74,76.2,13.6,0.408,0.822,0.196,0.411,1
BIN_1215,28.565667,77.273902,South-East (Lajpat / Okhla),recycling,MCD-SouthEast,1000,Recyclable/Dry,77.1,2.51,6.24,21.27,90.8,9.1,0.629,0.907,0.245,0.537,2
BIN_1216,28.589659,77.030319,South-West (Dwarka),recycling,MCD-SouthWest,1000,Recyclable/Dry,15.1,2.85,17.72,21.21,84.0,29.8,0.207,0.871,0.696,0.226,3
BIN_1217,28.640293,77.090504,West (Janakpuri / Rajouri),waste_basket,MCD-West,1000,Recyclable/Dry,28.6,4.01,14.22,21.83,76.3,17.8,0.342,0.846,0.558,0.313,4
BIN_1218,28.63797,77.209831,Karol Bagh / Patel Nagar,waste_basket,MCD-KarolBagh,1000,Recyclable/Dry,40.1,4.35,7.87,21.5,77.9,13.8,0.435,0.847,0.309,0.41,5
BIN_1219,28.667092,77.230859,North / Civil Lines,waste_basket,MCD-North,800,Organic/Wet,77.1,4.24,11.29,10.76,9.3,5.4,0.69,0.275,0.443,0.339,6
BIN_1220,28.722679,77.109606,Rohini / Pitampura,waste_disposal,MCD-Rohini,2500,Mixed Municipal,86.9,8.24,19.87,13.2,33.7,1.6,0.9,0.449,0.78,0.429,7
BIN_1221,28.694918,77.167608,Keshavpuram / Shalimar,waste_disposal,MCD-Keshavpuram,2500,Mixed Municipal,73.8,6.52,14.79,13.26,35.8,4.0,0.748,0.461,0.581,0.396,8
BIN_1222,28.638567,77.209651,City / Chandni Chowk,waste_basket,MCD-CitySP,800,Organic/Wet,89.5,5.91,7.94,10.55,8.4,1.8,0.836,0.266,0.312,0.436,9
BIN_1223,28.641915,77.305073,Shahdara North,waste_basket,MCD-ShahdaraNorth,1000,Recyclable/Dry,55.6,4.86,12.46,22.9,75.2,9.1,0.561,0.863,0.489,0.442,10
BIN_1224,28.621561,77.296638,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,1000,Recyclable/Dry,50.6,3.05,10.4,21.41,84.3,16.2,0.462,0.877,0.408,0.413,11
BIN_1225,28.648258,77.222073,Central / NDMC,waste_basket,NDMC,800,Organic/Wet,36.9,4.2,9.09,12.37,6.6,15.0,0.407,0.296,0.357,0.221,0
BIN_1226,28.535269,77.214673,South (Saket / Hauz Khas),waste_basket,MCD-South,1000,Recyclable/Dry,23.6,2.64,3.58,18.6,78.8,28.9,0.259,0.79,0.141,0.338,1
BIN_1227,28.545464,77.253233,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,1000,Recyclable/Dry,62.0,4.76,4.87,19.77,91.0,8.0,0.603,0.876,0.191,0.526,2
BIN_1228,28.573332,77.018415,South-West (Dwarka),waste_basket,MCD-SouthWest,800,Organic/Wet,93.4,6.07,18.72,11.96,9.5,1.1,0.869,0.302,0.735,0.378,3
BIN_1229,28.640368,77.051798,West (Janakpuri / Rajouri),waste_basket,MCD-West,1000,Recyclable/Dry,87.8,3.02,17.46,19.5,82.0,4.0,0.722,0.825,0.686,0.471,4
BIN_1230,28.649045,77.168917,Karol Bagh / Patel Nagar,waste_basket,MCD-KarolBagh,1000,Recyclable/Dry,62.2,4.67,9.95,21.96,81.5,8.1,0.601,0.875,0.391,0.485,5
BIN_1231,28.670494,77.220871,North / Civil Lines,waste_basket,MCD-North,800,Organic/Wet,56.0,6.0,11.53,12.14,11.1,7.3,0.605,0.314,0.453,0.306,6
BIN_1232,28.730645,77.096425,Rohini / Pitampura,waste_disposal,MCD-Rohini,2500,Mixed Municipal,34.2,6.14,21.29,14.24,31.3,10.7,0.457,0.459,0.836,0.199,7
BIN_1233,28.690118,77.154552,Keshavpuram / Shalimar,waste_basket,MCD-Keshavpuram,1000,Recyclable/Dry,41.3,4.07,14.7,19.49,75.2,14.4,0.433,0.791,0.577,0.338,8
BIN_1234,28.631643,77.20563,City / Chandni Chowk,waste_basket,MCD-CitySP,800,Organic/Wet,89.0,6.32,7.18,12.18,5.3,1.7,0.847,0.286,0.282,0.453,9
BIN_1235,28.718779,77.317814,Shahdara North,waste_basket,MCD-ShahdaraNorth,1000,Recyclable/Dry,19.5,2.61,19.87,20.44,86.0,30.8,0.229,0.865,0.78,0.218,10
BIN_1236,28.645096,77.267093,Shahdara South (Mayur Vihar),waste_disposal,MCD-ShahdaraSouth,2500,Mixed Municipal,93.4,6.04,10.3,14.24,36.0,1.1,0.868,0.483,0.404,0.498,11
BIN_1237,28.669147,77.194159,Central / NDMC,waste_disposal,NDMC,2500,Mixed Municipal,85.4,6.46,11.44,15.0,31.6,2.3,0.827,0.477,0.449,0.467,0
BIN_1238,28.523094,77.240438,South (Saket / Hauz Khas),waste_basket,MCD-South,1000,Recyclable/Dry,37.3,3.05,5.74,22.92,84.8,20.6,0.369,0.912,0.225,0.413,1
BIN_1239,28.560853,77.28312,South-East (Lajpat / Okhla),waste_basket,MCD-SouthEast,1000,Recyclable/Dry,19.1,3.84,7.18,22.9,82.0,21.1,0.27,0.897,0.282,0.348,2
BIN_1240,28.580761,77.052488,South-West (Dwarka),waste_basket,MCD-SouthWest,800,Organic/Wet,29.8,5.64,15.46,11.32,11.5,12.4,0.408,0.298,0.607,0.172,3
BIN_1241,28.639584,77.078366,West (Janakpuri / Rajouri),waste_disposal,MCD-West,2500,Mixed Municipal,41.9,7.41,15.16,13.24,26.4,7.8,0.556,0.414,0.595,0.283,4
BIN_1242,28.636651,77.188189,Karol Bagh / Patel Nagar,waste_basket,MCD-KarolBagh,1000,Recyclable/Dry,61.8,2.62,8.01,23.49,90.1,14.6,0.525,0.95,0.314,0.485,5
BIN_1243,28.663909,77.233382,North / Civil Lines,waste_basket,MCD-North,800,Organic/Wet,80.6,6.48,10.99,12.31,14.7,3.0,0.794,0.335,0.431,0.411,6
BIN_1244,28.695992,77.139212,Rohini / Pitampura,waste_basket,MCD-Rohini,1000,Recyclable/Dry,83.6,4.46,15.9,18.89,86.8,3.7,0.743,0.836,0.624,0.498,7
BIN_1245,28.701789,77.187274,Keshavpuram / Shalimar,waste_basket,MCD-Keshavpuram,1000,Recyclable/Dry,17.2,2.82,15.13,23.41,90.3,29.4,0.22,0.95,0.594,0.276,8
BIN_1246,28.663928,77.259227,City / Chandni Chowk,recycling,MCD-CitySP,1000,Recyclable/Dry,16.6,3.15,11.78,19.67,76.4,26.5,0.228,0.801,0.463,0.262,9
BIN_1247,28.668437,77.252417,Shahdara North,waste_basket,MCD-ShahdaraNorth,1000,Recyclable/Dry,77.6,4.04,11.99,19.85,88.7,5.5,0.686,0.866,0.471,0.509,10
BIN_1248,28.584836,77.291324,Shahdara South (Mayur Vihar),waste_basket,MCD-ShahdaraSouth,1000,Recyclable/Dry,69.8,3.24,8.18,20.12,89.3,9.3,0.603,0.875,0.321,0.5,11
BIN_1249,28.635081,77.192092,Central / NDMC,waste_disposal,NDMC,2500,Mixed Municipal,32.4,5.59,7.75,13.79,26.8,12.1,0.425,0.427,0.304,0.28,0
BIN_1250,28.537614,77.204866,South (Saket / Hauz Khas),waste_basket,MCD-South,1000,Recyclable/Dry,91.6,2.74,3.33,22.1,86.7,3.1,0.738,0.904,0.131,0.614,1
BIN_1251,28.53849,77.277612,South-East (Lajpat / Okhla),waste_disposal,MCD-SouthEast,1500,Mixed Municipal,70.8,4.73,7.33,13.23,35.1,6.2,0.663,0.457,0.288,0.411,2
